user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0506,Audi e-Tron ,44,S417,New York#,2023-08-30 11:38:37,2023-08-30 12:30:49.000000000,64.63,0.87,30.49,$6.12,Afternoon#,Frida,17%,95%,232.59,14.61,4,DC Fast Charger#,COMMUTER
U0507,Nissan Leaf ,88,S386,Seattle ,2023-11-21 23:24:44,2023-11-22 07:00:08.000000000,76.75,7.59,30.33,$48.28,Morning ,Monday ,76%,83%,132.63,10.11,9,level 1,COMMUTER
U0508,Hyundai Kona#,97,S137,Los Angeles#,2023-12-19 02:50:26,2023-12-19 05:55:50.000000000,25.9,3.09,24.29,$48.81,morning,Saturda,46%,83%,295.62,-7.94,4,Level 2#,Commute
U0509,Audi e-Tron#,51,S299,Chicago ,2023-07-20 22:44:35,2023-07-21 02:11:35.000000000,46.74,3.45,34.52,$5.53,Night ,Wednesday#,39%,81%,168.81,34.7,1,Level 2 ,Commuter 
U0510,audi e-tron,86,S349,Seattle ,2023-10-19 01:46:39,2023-10-19 03:34:39.000000000,71.01,1.8,5.66,$21.37,Nigh,wednesday,48%,82%,28.52,34.25,7,DC Fast Charge,Long-Distance Traveler 
U0511,Tesla Model 3#,30,S447,Chicago ,2023-01-18 18:53:49,2023-01-18 23:37:37.000000000,59.29,4.73,15.97,$23.46,Mornin,Saturda,50%,92%,120.45,18.27,4,LEVEL 1,LONG-DISTANCE TRAVELER
U0512,audi e-tron,90,S319,New York ,2023-03-24 10:16:07,2023-03-24 10:53:55.000000000,45.08,0.63,44.15,$2.76,Evenin,Thursda,33%,97%,36.5,10.97,2,dc fast charger,Long-Distance Travele
U0513,Nissan Leaf#,89,S053,seattle,2023-12-01 19:47:09,2023-12-02 03:04:32.999999999,34.59,7.29,14.05,$44.08,morning,tuesday,71%,83%,145.97,20.85,0,LEVEL 2,Long-Distance Traveler#
NA,NA,82,NA,NA,NA,NA,14.69,5.87,22.36,$3.53,NA,NA,34%,91%,224.61,-9.79,7,NA,NA
U0515,Nissan Lea,99,S193,New Yor,2023-10-29 00:49:44,2023-10-29 08:14:56.000000000,20.84,7.42,42.03,$34.82,Night ,wednesday,31%,97%,126.46,20.69,7,Level 2 ,Long-Distance Traveler 
U0516,Audi e-Tro,47,S007,seattle,2023-12-20 03:05:25,2023-12-20 06:58:49.000000000,65.48,3.89,26.9,$23.89,MORNING,SUNDAY,12%,82%,251.34,37.29,7,Level 2 ,Long-Distance Travele
U0517,Chevy Bol,89,S046,Chicago#,2023-05-23 05:54:19,2023-05-23 10:44:07.000000000,61.3,4.83,36.23,$8.68,EVENING,Wednesda,21%,98%,62.41,35.61,5,DC Fast Charger ,Commute
U0518,AUDI E-TRON,35,S078,Chicago#,2023-06-16 13:59:23,2023-06-16 20:14:23.000000000,69.68,6.25,49.97,$40.14,Night#,Tuesda,65%,88%,273.07,-3.14,1,dc fast charger,commuter
U0519,HYUNDAI KONA,91,S351,Seattl,2023-10-12 19:07:28,2023-10-13 00:24:16.000000000,59.8,5.28,3.13,$25.65,Mornin,Friday#,12%,93%,58.85,19.98,0,level 1,Commuter#
U0520,Nissan Leaf ,47,S494,Seattl,2023-10-14 04:07:07,2023-10-14 05:29:55.000000000,40.66,1.38,49.85,$8.57,Afternoon#,Saturday ,44%,89%,69.05,34.72,9,Level ,COMMUTER
U0521,HYUNDAI KONA,92,S042,Los Angeles ,2023-04-12 02:20:27,2023-04-12 07:04:51.000000000,72.69,4.74,6.01,$39.96,Night ,WEDNESDAY,56%,81%,122.96,0.84,4,level 2,commuter
NA,NA,73,NA,NA,NA,NA,33.02,1.52,7.82,$26.85,NA,NA,63%,82%,241.02,9.01,3,NA,NA
NA,NA,48,NA,NA,NA,NA,69.13,5.98,11.7,$39.03,NA,NA,79%,81%,121.53,26.29,3,NA,NA
U0524,Hyundai Kona ,69,S121,SAN FRANCISCO,2023-04-22 17:54:12,2023-04-22 22:23:00.000000000,13.3,4.48,38.97,$10.63,night,sunday,14%,84%,34.11,6.06,0,DC Fast Charger#,Long-Distance Traveler#
U0525,Chevy Bol,37,S012,los angeles,2023-08-14 21:05:11,2023-08-15 00:36:23.000000000,42.53,3.52,14.43,$12.2,Evening ,TUESDAY,47%,84%,171.81,1.71,8,DC Fast Charger ,Commute
U0526,Hyundai Kona#,70,S364,NEW YORK,2023-09-02 20:11:35,2023-09-02 22:37:59.000000000,52.21,2.44,33.86,$24.51,Mornin,Tuesday#,72%,99%,178.87,33.77,6,Level 1 ,COMMUTER
U0527,Nissan Lea,68,S136,NEW YORK,2023-03-18 12:58:24,2023-03-18 19:25:24.000000000,53.31,6.45,35.04,$37.38,Nigh,monday,74%,96%,113.87,32.27,8,Level 1#,Commuter 
NA,NA,77,NA,NA,NA,NA,43.08,6.79,18.87,$28.44,NA,NA,74%,87%,111.08,-5.35,0,NA,NA
U0529,Tesla Model 3 ,75,S260,Los Angeles#,2023-05-18 19:32:48,2023-05-18 21:07:35.999999999,57.75,1.58,35.72,$42.88,afternoon,SUNDAY,19%,95%,68.01,36.77,3,Level 1 ,Long-Distance Traveler 
U0530,Hyundai Kona#,48,S298,Chicago ,2023-06-13 16:36:32,2023-06-13 17:56:56.000000000,69.52,1.34,27.66,$13.75,AFTERNOON,Sunday ,21%,86%,137.39,35.73,4,Level 1#,long-distance traveler
U0531,Nissan Leaf ,97,S314,los angeles,2023-03-11 06:44:49,2023-03-11 08:43:37.000000000,59.65,1.98,32.26,$24.57,Evenin,Wednesday ,31%,83%,117.25,38.56,1,DC FAST CHARGER,Long-Distance Travele
U0532,chevy bolt,30,S160,LOS ANGELES,2023-04-28 05:18:48,2023-04-28 10:47:36.000000000,19.24,5.48,11.36,$14.4,Night#,MONDAY,25%,97%,215.73,-1.91,1,dc fast charger,COMMUTER
U0533,Hyundai Kon,98,S446,Seattle ,2023-03-27 23:38:22,2023-03-28 01:00:34.000000000,75.33,1.37,4.81,$23.94,Night#,Saturday ,41%,94%,23.0,6.11,8,Level 2 ,Commute
U0534,Hyundai Kona#,48,S148,San Francisco ,2023-02-24 21:01:48,2023-02-25 02:20:24.000000000,76.2,5.31,8.37,$14.2,EVENING,Monda,78%,99%,293.85,14.35,7,Level 2 ,Commuter 
U0535,Chevy Bolt ,65,S329,San Francisco#,2023-07-15 00:54:23,2023-07-15 02:24:23.000000000,15.86,1.5,19.53,$24.52,evening,Tuesda,53%,89%,20.3,-8.74,0,DC Fast Charge,long-distance traveler
U0536,Tesla Model 3#,67,S371,San Francisco ,2023-12-21 16:06:13,2023-12-21 18:11:01.000000000,9.33,2.08,3.24,$49.45,Afternoon ,WEDNESDAY,36%,95%,71.64,37.53,3,LEVEL 2,long-distance traveler
U0537,Chevy Bolt#,46,S375,CHICAGO,2023-09-06 02:23:24,2023-09-06 03:42:00.000000000,78.22,1.31,26.12,$46.35,EVENING,monday,40%,80%,274.22,7.44,3,dc fast charger,Long-Distance Traveler#
U0538,Chevy Bolt#,80,S167,chicago,2023-09-29 14:44:13,2023-09-29 19:56:13.000000000,33.38,5.2,25.41,$34.94,evening,TUESDAY,48%,80%,48.31,7.47,1,DC FAST CHARGER,Commuter#
U0539,audi e-tron,78,S367,SAN FRANCISCO,2023-03-23 11:17:45,2023-03-23 18:10:33.000000000,60.21,6.88,2.69,$43.91,morning,Sunda,61%,98%,206.5,11.26,7,DC Fast Charge,Long-Distance Traveler 
U0540,audi e-tron,58,S219,San Francisc,2023-04-14 09:06:05,2023-04-14 09:42:05.000000000,72.92,0.6,16.08,$40.1,NIGHT,Monda,67%,81%,50.55,29.36,2,Level 2#,Long-Distance Travele
U0541,Chevy Bol,79,S478,San Francisco ,2023-03-01 08:16:15,2023-03-01 12:52:51.000000000,29.71,4.61,41.69,$7.19,AFTERNOON,Wednesday ,17%,85%,68.33,6.77,9,Level ,Commuter#
U0542,Tesla Model ,77,S134,New York ,2023-11-27 02:26:40,2023-11-27 03:37:28.000000000,68.57,1.18,19.94,$5.1,evening,monday,75%,87%,201.28,15.69,6,Level ,Commuter 
NA,NA,72,NA,NA,NA,NA,21.63,5.06,3.09,$9.06,NA,NA,18%,80%,194.43,11.68,6,NA,NA
NA,NA,48,NA,NA,NA,NA,56.77,2.74,41.91,$47.74,NA,NA,76%,82%,20.0,25.91,9,NA,NA
U0545,Chevy Bolt#,82,S248,New York#,2023-07-10 02:23:49,2023-07-10 04:22:01.000000000,21.9,1.97,25.72,$27.56,night,Monda,65%,86%,175.55,1.97,1,level 2,Commuter#
U0546,Chevy Bolt ,80,S424,CHICAGO,2023-11-04 17:52:54,2023-11-04 23:06:42.000000000,63.94,5.23,3.98,$38.94,EVENING,Monday#,50%,83%,78.53,15.45,8,LEVEL 1,Long-Distance Travele
U0547,tesla model 3,83,S486,san francisco,2023-06-09 21:59:59,2023-06-10 04:58:47.000000000,73.01,6.98,44.01,$35.86,Nigh,SUNDAY,52%,80%,98.64,10.48,7,DC Fast Charge,Long-Distance Traveler 
U0548,Hyundai Kona ,91,S198,chicago,2023-08-09 22:17:27,2023-08-10 00:34:50.999999999,73.05,2.29,11.44,$5.45,evening,Friday ,75%,94%,77.06,38.88,8,LEVEL 1,COMMUTER
NA,NA,87,NA,NA,NA,NA,25.15,6.31,18.62,$18.72,NA,NA,66%,96%,65.84,19.31,0,NA,NA
NA,NA,58,NA,NA,NA,NA,46.88,6.65,23.56,$12.43,NA,NA,78%,89%,196.57,36.04,9,NA,NA
U0551,nissan leaf,97,S035,NEW YORK,2023-11-20 07:38:34,2023-11-20 12:58:58.000000000,25.18,5.34,48.09,$42.84,Afternoon#,Saturda,49%,87%,201.99,9.76,6,DC Fast Charge,Long-Distance Travele
U0552,NISSAN LEAF,36,S215,Seattle ,2023-09-15 19:30:48,2023-09-15 20:32:36.000000000,57.12,1.03,9.9,$17.55,Mornin,Tuesday ,10%,85%,294.37,32.88,2,Level 2#,Long-Distance Traveler 
U0553,nissan leaf,35,S085,San Francisco ,2023-12-23 03:01:34,2023-12-23 04:40:34.000000000,35.65,1.65,19.11,$5.27,afternoon,Tuesday ,49%,92%,25.99,15.16,4,DC Fast Charger#,long-distance traveler
U0554,NISSAN LEAF,60,S408,Los Angeles ,2023-07-17 10:33:09,2023-07-17 12:15:09.000000000,19.31,1.7,28.09,$11.32,Afternoon ,Tuesday#,67%,80%,191.57,7.37,4,level 2,Commute
U0555,Nissan Lea,75,S214,CHICAGO,2023-02-09 23:34:34,2023-02-10 07:04:34.000000000,52.46,7.5,27.61,$11.69,EVENING,Tuesda,44%,81%,134.99,26.64,0,Level 2 ,commuter
U0556,CHEVY BOLT,37,S133,Seattle#,2023-06-05 08:56:58,2023-06-05 10:47:58.000000000,32.14,1.85,33.56,$37.01,Mornin,Saturda,19%,85%,11.91,8.87,1,Level 2 ,Commute
U0557,Audi e-Tron ,53,S102,san francisco,2023-11-11 14:42:42,2023-11-11 16:18:06.000000000,57.83,1.59,42.48,$16.75,MORNING,Saturday ,35%,94%,45.76,28.68,6,Level 1#,Commuter 
U0558,Chevy Bolt#,51,S223,NEW YORK,2023-01-25 18:05:29,2023-01-26 00:39:05.000000000,20.19,6.56,46.61,$19.19,Nigh,Friday#,61%,82%,59.13,14.55,6,Level 1#,Commute
U0559,Hyundai Kon,91,S494,New Yor,2023-01-11 13:12:15,2023-01-11 16:35:39.000000000,72.28,3.39,49.39,$11.23,Afternoo,sunday,63%,99%,224.28,3.24,9,DC FAST CHARGER,Long-Distance Traveler 
U0560,Chevy Bolt ,62,S031,Seattle ,2023-07-22 00:03:19,2023-07-22 05:29:07.000000000,49.11,5.43,39.69,$17.79,AFTERNOON,Friday#,11%,92%,186.84,-7.91,2,LEVEL 1,Long-Distance Traveler 
U0561,Audi e-Tron#,57,S288,Seattle#,2023-04-12 18:02:47,2023-04-12 23:36:58.999999999,59.16,5.57,24.66,$21.91,Evenin,Thursday ,31%,99%,179.01,9.9,3,level 1,LONG-DISTANCE TRAVELER
U0562,Hyundai Kona#,48,S268,San Francisc,2023-11-25 14:39:39,2023-11-25 17:33:39.000000000,51.39,2.9,47.7,$13.98,Mornin,sunday,45%,83%,231.84,-6.16,1,Level 1#,Long-Distance Traveler 
U0563,Nissan Leaf#,40,S239,Chicago ,2023-10-18 21:26:07,2023-10-19 01:30:19.000000000,46.64,4.07,2.81,$28.66,Nigh,saturday,31%,94%,135.9,-6.14,7,Level 1 ,commuter
U0564,Chevy Bol,68,S394,Chicago#,2023-01-10 00:44:25,2023-01-10 07:27:37.000000000,38.65,6.72,20.94,$21.53,Afternoon ,Monday#,32%,86%,155.34,-1.49,1,Level 2 ,long-distance traveler
U0565,Nissan Leaf#,43,S388,New York ,2023-12-09 11:57:38,2023-12-09 15:30:38.000000000,25.92,3.55,47.08,$12.97,Night#,saturday,62%,94%,152.41,6.72,0,Level 2#,LONG-DISTANCE TRAVELER
U0566,Audi e-Tron ,62,S178,los angeles,2023-10-12 21:14:36,2023-10-13 00:00:12.000000000,52.77,2.76,2.21,$28.0,evening,Friday ,22%,89%,47.17,16.29,0,LEVEL 2,Long-Distance Travele
U0567,Nissan Lea,31,S140,Seattl,2023-07-25 00:50:29,2023-07-25 06:38:29.000000000,50.56,5.8,27.34,$33.36,Afternoo,Tuesda,62%,85%,248.14,-2.13,4,DC Fast Charger#,Commuter 
U0568,Hyundai Kon,88,S203,Chicago ,2023-03-02 22:57:28,2023-03-03 00:16:40.000000000,20.95,1.32,34.43,$20.65,Morning#,Thursda,54%,97%,296.47,16.36,8,Level ,Commuter 
U0569,nissan leaf,66,S197,San Francisc,2023-03-15 05:46:54,2023-03-15 08:39:42.000000000,38.45,2.88,7.28,$24.8,Morning ,Frida,10%,80%,199.06,17.56,8,Level ,commuter
U0570,Chevy Bol,57,S486,Seattle#,2023-11-18 08:58:15,2023-11-18 11:28:15.000000000,18.05,2.5,12.27,$36.87,afternoon,saturday,10%,82%,27.85,28.62,4,LEVEL 1,LONG-DISTANCE TRAVELER
NA,NA,36,NA,NA,NA,NA,34.32,5.88,49.41,$14.58,NA,NA,79%,96%,82.52,30.76,9,NA,NA
U0572,audi e-tron,48,S324,Chicago#,2023-09-01 19:40:13,2023-09-02 01:35:25.000000000,60.8,5.92,38.42,$24.58,Night ,SATURDAY,43%,90%,97.31,31.97,1,Level 1 ,Commuter 
U0573,Hyundai Kona#,82,S105,chicago,2023-11-08 13:26:51,2023-11-08 18:11:15.000000000,67.43,4.74,45.92,$18.42,Nigh,Monday#,65%,96%,21.31,25.33,1,level 1,Commuter#
U0574,hyundai kona,30,S416,NEW YORK,2023-08-26 22:43:16,2023-08-27 02:36:40.000000000,69.62,3.89,43.1,$23.33,Night#,Wednesday#,35%,90%,274.0,4.96,4,DC Fast Charge,COMMUTER
U0575,Chevy Bol,98,S286,Los Angele,2023-06-28 07:29:29,2023-06-28 11:46:52.999999999,36.06,4.29,33.58,$33.02,Evening#,tuesday,64%,86%,97.88,20.86,8,DC FAST CHARGER,COMMUTER
U0576,tesla model 3,44,S018,san francisco,2023-02-15 16:35:01,2023-02-15 23:26:01.000000000,35.6,6.85,33.14,$19.26,EVENING,Monda,20%,90%,235.69,15.66,0,dc fast charger,COMMUTER
U0577,Nissan Lea,47,S364,Los Angeles#,2023-09-11 10:48:02,2023-09-11 18:31:50.000000000,54.51,7.73,4.03,$11.35,AFTERNOON,Thursday#,10%,91%,240.12,5.85,5,Level 2 ,LONG-DISTANCE TRAVELER
U0578,Tesla Model ,75,S059,Los Angeles ,2023-02-27 17:11:54,2023-02-27 22:12:30.000000000,55.1,5.01,15.82,$23.83,morning,SUNDAY,40%,88%,261.89,31.06,3,DC FAST CHARGER,Commute
NA,NA,76,NA,NA,NA,NA,37.3,0.94,32.8,$3.03,NA,NA,63%,92%,10.66,13.76,9,NA,NA
U0580,Audi e-Tron ,93,S460,LOS ANGELES,2023-02-04 08:14:33,2023-02-04 13:33:45.000000000,32.2,5.32,14.47,$40.43,Nigh,Friday ,21%,98%,288.19,15.83,1,DC FAST CHARGER,Long-Distance Traveler 
U0581,CHEVY BOLT,73,S366,New York#,2023-05-13 14:12:00,2023-05-13 22:07:12.000000000,44.47,7.92,25.96,$23.72,Evenin,Tuesda,32%,94%,233.84,0.62,8,Level ,Long-Distance Traveler 
U0582,nissan leaf,97,S372,NEW YORK,2023-08-19 10:23:40,2023-08-19 12:13:28.000000000,25.6,1.83,18.72,$29.58,evening,Sunda,38%,92%,158.58,26.65,9,Level 2 ,Commute
U0583,Nissan Leaf ,36,S396,Chicago ,2023-10-01 04:26:07,2023-10-01 07:21:55.000000000,60.79,2.93,19.67,$49.18,night,Saturday#,47%,83%,125.18,36.36,8,LEVEL 2,Long-Distance Travele
U0584,Hyundai Kona ,85,S233,New Yor,2023-05-08 13:45:42,2023-05-08 20:55:18.000000000,8.7,7.16,19.82,$18.26,evening,Friday ,63%,95%,12.99,10.42,9,LEVEL 2,long-distance traveler
NA,NA,86,NA,NA,NA,NA,62.33,5.93,23.38,$47.9,NA,NA,63%,80%,138.16,15.3,7,NA,NA
U0586,Hyundai Kona ,41,S189,LOS ANGELES,2023-11-12 08:09:51,2023-11-12 09:25:27.000000000,36.71,1.26,39.18,$25.95,NIGHT,Frida,29%,92%,146.68,-0.95,7,level 1,commuter
U0587,Nissan Lea,76,S060,Los Angeles ,2023-02-16 12:07:47,2023-02-16 15:02:59.000000000,21.78,2.92,18.78,$14.47,Mornin,Sunday#,47%,81%,141.18,10.05,5,Level 1#,Commuter#
U0588,TESLA MODEL 3,64,S337,Chicago#,2023-08-03 09:18:11,2023-08-03 14:29:35.000000000,59.22,5.19,17.12,$2.76,Night ,Sunday ,71%,89%,118.74,19.13,8,dc fast charger,Long-Distance Traveler 
U0589,Hyundai Kona ,56,S377,LOS ANGELES,2023-10-20 12:34:57,2023-10-20 15:34:21.000000000,19.3,2.99,20.94,$25.93,Mornin,TUESDAY,20%,82%,59.71,-2.38,7,DC Fast Charger#,commuter
NA,NA,58,NA,NA,NA,NA,72.86,6.72,13.88,$37.41,NA,NA,45%,95%,248.17,32.71,0,NA,NA
NA,NA,31,NA,NA,NA,NA,27.25,2.83,14.16,$23.85,NA,NA,36%,97%,81.0,12.53,9,NA,NA
U0592,CHEVY BOLT,79,S433,New Yor,2023-07-24 17:19:36,2023-07-24 22:23:48.000000000,63.57,5.07,22.35,$31.25,Night#,Sunday#,18%,82%,85.36,-4.05,3,Level 1#,Commuter 
U0593,AUDI E-TRON,99,S081,Seattle#,2023-02-12 05:56:25,2023-02-12 10:16:49.000000000,5.46,4.34,8.36,$7.92,morning,Monday#,17%,81%,96.14,13.25,3,Level ,Commuter#
U0594,HYUNDAI KONA,64,S155,san francisco,2023-08-07 18:54:25,2023-08-08 00:05:13.000000000,24.73,5.18,37.85,$15.08,MORNING,MONDAY,14%,84%,100.09,39.57,2,DC Fast Charger ,Commuter 
U0595,Tesla Model ,87,S141,Los Angeles ,2023-08-30 17:13:01,2023-08-31 00:57:25.000000000,38.16,7.74,3.64,$34.56,morning,Monday ,49%,97%,98.16,38.14,5,level 1,commuter
U0596,HYUNDAI KONA,54,S129,Los Angeles ,2023-02-11 13:57:03,2023-02-11 18:55:51.000000000,48.6,4.98,13.29,$49.4,Morning#,Tuesday#,71%,96%,102.85,0.25,6,Level 1#,LONG-DISTANCE TRAVELER
U0597,Hyundai Kon,79,S487,Los Angeles#,2023-08-05 14:43:53,2023-08-05 15:43:17.000000000,55.5,0.99,39.89,$30.06,EVENING,SATURDAY,29%,93%,207.7,13.87,7,Level 2#,Long-Distance Travele
U0598,HYUNDAI KONA,43,S180,Los Angeles#,2023-03-02 14:56:43,2023-03-02 21:38:07.000000000,65.83,6.69,8.9,$2.37,Afternoo,Monday ,39%,86%,100.07,37.94,8,Level 2 ,Commute
U0599,Tesla Model ,95,S144,New Yor,2023-02-10 20:23:02,2023-02-11 02:57:49.999999999,44.27,6.58,11.88,$45.83,Evenin,saturday,50%,99%,101.77,23.74,4,Level ,Long-Distance Traveler#
U0600,audi e-tron,82,S172,seattle,2023-12-01 03:58:30,2023-12-01 07:04:30.000000000,15.77,3.1,36.29,$13.74,evening,friday,77%,85%,38.45,34.5,9,DC FAST CHARGER,commuter
U0601,Hyundai Kona ,40,S483,new york,2023-10-23 22:19:18,2023-10-24 03:22:54.000000000,39.66,5.06,9.75,$43.26,Afternoo,Thursday ,52%,95%,294.37,39.49,3,LEVEL 2,Commute
NA,NA,77,NA,NA,NA,NA,17.09,5.73,3.2,$35.52,NA,NA,65%,93%,296.22,28.63,2,NA,NA
U0603,Chevy Bolt#,87,S470,San Francisc,2023-05-02 01:51:45,2023-05-02 08:32:33.000000000,79.02,6.68,42.87,$8.56,Night#,Sunday ,71%,93%,34.45,26.06,0,Level 1 ,commuter
U0604,audi e-tron,73,S387,Chicago ,2023-10-03 09:56:10,2023-10-03 14:30:57.999999999,45.82,4.58,11.44,$42.89,morning,Wednesda,44%,96%,239.63,24.25,5,level 2,Long-Distance Traveler#
NA,NA,89,NA,NA,NA,NA,39.49,5.2,47.77,$25.4,NA,NA,63%,90%,154.47,-2.47,9,NA,NA
U0606,Tesla Model ,91,S214,Los Angele,2023-02-26 03:57:17,2023-02-26 09:13:29.000000000,41.7,5.27,43.65,$26.7,Night ,TUESDAY,56%,91%,78.63,18.72,2,level 1,COMMUTER
U0607,Chevy Bol,68,S407,Chicago ,2023-05-15 01:35:24,2023-05-15 06:04:12.000000000,74.04,4.48,3.66,$4.73,NIGHT,Thursday#,65%,82%,274.86,21.15,4,LEVEL 1,Long-Distance Traveler#
U0608,Audi e-Tron ,64,S151,LOS ANGELES,2023-07-20 16:25:30,2023-07-20 20:57:18.000000000,51.77,4.53,14.52,$5.9,Afternoon ,Wednesda,70%,91%,97.46,25.71,1,Level 1 ,COMMUTER
U0609,Tesla Model ,54,S329,New York#,2023-11-27 22:58:23,2023-11-28 04:07:23.000000000,46.84,5.15,37.64,$44.04,Nigh,Saturday#,62%,96%,66.03,34.43,7,DC Fast Charge,Commuter 
U0610,Nissan Leaf ,47,S399,New York ,2023-07-18 14:25:04,2023-07-18 15:04:40.000000000,34.22,0.66,9.1,$17.23,Night ,Wednesday#,44%,89%,279.56,22.69,9,level 2,Commuter#
U0611,Tesla Model 3#,89,S445,Seattle ,2023-11-10 02:49:23,2023-11-10 08:46:23.000000000,40.5,5.95,4.1,$14.26,MORNING,Frida,22%,83%,214.58,-9.1,0,DC Fast Charge,Commuter#
U0612,Nissan Leaf#,41,S413,SAN FRANCISCO,2023-11-01 16:52:44,2023-11-01 19:55:08.000000000,41.76,3.04,42.43,$24.3,Evening#,Monday#,27%,95%,277.76,-3.96,2,Level 1#,Long-Distance Traveler 
U0613,Chevy Bolt ,56,S068,los angeles,2023-10-18 04:24:44,2023-10-18 08:55:20.000000000,79.59,4.51,27.87,$28.6,morning,Wednesda,21%,81%,174.34,-1.13,3,DC Fast Charger#,Long-Distance Travele
U0614,Nissan Lea,86,S451,SAN FRANCISCO,2023-03-06 16:10:47,2023-03-06 16:52:47.000000000,46.96,0.7,18.49,$44.98,Afternoon#,friday,71%,95%,216.45,-1.31,6,level 2,commuter
U0615,Hyundai Kona#,49,S291,Los Angele,2023-09-17 09:16:05,2023-09-17 13:08:53.000000000,6.57,3.88,33.31,$37.15,NIGHT,TUESDAY,16%,82%,16.23,-8.98,4,DC Fast Charge,Commuter#
U0616,NISSAN LEAF,32,S365,Chicag,2023-07-09 12:51:10,2023-07-09 15:49:22.000000000,59.49,2.97,37.76,$50.0,Afternoon ,saturday,38%,80%,145.39,31.91,1,Level 1#,Long-Distance Travele
U0617,Chevy Bol,54,S476,SAN FRANCISCO,2023-08-23 23:08:20,2023-08-24 06:53:56.000000000,42.4,7.76,33.5,$8.79,Evening#,Thursday ,47%,99%,262.41,3.0,3,LEVEL 2,commuter
NA,NA,68,NA,NA,NA,NA,69.37,3.16,22.91,$23.61,NA,NA,77%,88%,126.03,18.8,6,NA,NA
U0619,audi e-tron,33,S450,New York ,2023-10-28 04:57:46,2023-10-28 11:28:58.000000000,41.0,6.52,2.08,$31.22,Evening#,Thursday#,15%,99%,173.07,-7.47,3,Level ,Long-Distance Travele
U0620,Tesla Model ,70,S461,Seattle ,2023-06-06 16:21:53,2023-06-06 20:00:53.000000000,50.98,3.65,23.66,$12.35,Morning ,Sunda,24%,81%,189.35,24.67,9,DC Fast Charge,Long-Distance Traveler#
U0621,Chevy Bolt ,70,S233,seattle,2023-10-17 00:49:15,2023-10-17 08:42:39.000000000,62.24,7.89,41.21,$27.51,Morning ,THURSDAY,15%,83%,288.91,34.67,2,DC Fast Charger ,Commute
NA,NA,98,NA,NA,NA,NA,58.52,2.52,4.09,$42.53,NA,NA,35%,87%,26.97,2.62,2,NA,NA
U0623,Audi e-Tro,85,S486,San Francisco ,2023-09-06 00:06:07,2023-09-06 04:00:43.000000000,50.7,3.91,23.51,$29.62,NIGHT,Sunday ,12%,89%,48.46,5.84,0,level 1,Long-Distance Travele
U0624,Nissan Leaf ,39,S454,LOS ANGELES,2023-10-27 19:56:03,2023-10-28 01:36:15.000000000,45.52,5.67,5.0,$26.58,NIGHT,Sunda,30%,80%,247.0,39.98,6,DC FAST CHARGER,Commute
U0625,Nissan Lea,56,S405,Seattle#,2023-06-06 19:43:07,2023-06-07 01:04:07.000000000,18.97,5.35,23.75,$45.61,EVENING,sunday,75%,98%,44.82,19.25,2,DC Fast Charger ,Commute
U0626,Nissan Leaf ,98,S058,San Francisco#,2023-09-17 19:10:23,2023-09-18 00:50:35.000000000,25.65,5.67,3.11,$3.03,NIGHT,TUESDAY,53%,80%,256.69,7.68,3,Level 1 ,Long-Distance Traveler 
NA,NA,30,NA,NA,NA,NA,39.07,4.63,37.34,$28.62,NA,NA,32%,87%,75.22,-4.37,8,NA,NA
U0628,CHEVY BOLT,74,S285,Los Angele,2023-03-22 16:22:34,2023-03-22 16:56:45.999999999,29.36,0.57,13.03,$35.27,Night#,SUNDAY,51%,96%,237.78,-3.74,2,LEVEL 2,Long-Distance Traveler 
U0629,Chevy Bolt ,85,S487,Seattle#,2023-09-30 02:33:41,2023-09-30 03:58:17.000000000,6.27,1.41,29.3,$32.84,morning,Sunday ,66%,97%,25.32,28.43,6,LEVEL 2,Commuter 
U0630,chevy bolt,61,S100,chicago,2023-12-19 21:02:10,2023-12-19 22:49:34.000000000,24.12,1.79,18.76,$10.21,Night ,Sunda,68%,84%,217.23,28.71,0,Level 1#,Long-Distance Traveler#
U0631,HYUNDAI KONA,94,S117,New York#,2023-09-25 14:59:24,2023-09-25 19:35:24.000000000,50.88,4.6,9.27,$36.38,Mornin,MONDAY,77%,87%,187.09,37.31,7,dc fast charger,Commute
U0632,chevy bolt,69,S032,San Francisco ,2023-05-13 00:12:46,2023-05-13 07:03:10.000000000,5.5,6.84,43.11,$14.81,Evening ,Monday ,40%,80%,217.29,-1.67,0,DC Fast Charge,Commute
U0633,TESLA MODEL 3,63,S120,New York#,2023-09-14 15:00:30,2023-09-14 22:08:18.000000000,52.24,7.13,48.16,$17.43,Afternoo,sunday,16%,90%,242.74,30.36,7,dc fast charger,Commuter 
U0634,HYUNDAI KONA,64,S478,Chicag,2023-11-28 09:51:11,2023-11-28 12:47:35.000000000,36.81,2.94,24.38,$16.07,Afternoon ,Thursday#,59%,99%,150.16,35.24,5,Level 1#,Long-Distance Traveler 
